,date,Auto-test,Isolement,Symptômes,Contagion,Fièvre,Contact tracing,Autotests COVID,Essoufflement,Maux de tête,Toux,Système immunitaire,Diarrhée,Urgences,Fatigue,Dépression,Hôpital,Variant omicron,Anxiété,Gamma,Soins à domicile,Voyages,Green Pass,Télétravail,Coronavirus,Soins intensifs,Tests PCR,Tests antigéniques,Certificat sanitaire,Ventilation,Perte de goût,Frontières,Quarantaine,Restrictions,Distanciation sociale,Alpha,Chômage,Gel hydroalcoolique,Réanimation,Aéroports,region,region name
73,2021-09-26,34.0,5,45,30,42,0.0,0.0,100,0,78,0,55,46,53,40,59,8,0,65,0.0,73,0.0,14,3,0.0,31.0,79.0,0,49,0.0,5,23,8,0,62,47,4,24,0,O,Nord_Pas_de_Calais
74,2021-10-03,0.0,0,52,24,50,59.0,0.0,25,50,76,0,56,77,66,57,78,0,37,52,0.0,58,0.0,16,4,20.0,0.0,0.0,0,61,0.0,4,19,10,49,54,58,0,25,0,O,Nord_Pas_de_Calais
75,2021-10-10,0.0,5,48,29,56,0.0,0.0,34,14,61,86,49,54,59,87,67,0,39,100,0.0,63,0.0,6,4,26.0,27.0,0.0,0,85,0.0,8,26,12,0,52,48,5,42,0,O,Nord_Pas_de_Calais
76,2021-10-17,0.0,6,48,45,71,26.0,0.0,0,23,92,55,54,57,70,60,74,6,37,47,0.0,56,0.0,9,4,0.0,32.0,0.0,0,78,0.0,11,17,9,0,53,9,17,0,0,O,Nord_Pas_de_Calais
77,2021-10-24,0.0,3,47,17,40,39.0,0.0,97,18,82,0,100,67,57,61,65,0,37,61,0.0,53,0.0,20,4,0.0,30.0,0.0,33,63,23.0,0,14,9,78,50,51,0,0,0,O,Nord_Pas_de_Calais
78,2021-10-31,0.0,4,49,0,42,0.0,39.0,60,0,82,23,58,68,54,37,67,0,56,55,0.0,66,30.0,13,5,0.0,56.0,0.0,15,45,0.0,0,16,7,0,55,22,0,23,0,O,Nord_Pas_de_Calais
79,2021-11-07,0.0,5,57,41,16,38.0,0.0,0,25,72,0,53,32,57,49,60,0,32,44,0.0,55,0.0,12,6,0.0,100.0,71.0,0,48,0.0,6,22,19,0,51,36,7,0,0,O,Nord_Pas_de_Calais
80,2021-11-14,74.0,10,62,35,75,0.0,0.0,29,31,82,19,48,67,75,49,63,0,60,59,0.0,43,0.0,25,6,0.0,22.0,0.0,0,67,0.0,9,17,22,0,54,27,0,0,18,O,Nord_Pas_de_Calais
81,2021-11-21,0.0,18,60,31,50,0.0,0.0,0,14,66,100,72,55,59,60,78,19,28,44,20.0,46,0.0,33,7,0.0,21.0,36.0,0,69,0.0,16,32,37,0,56,35,5,0,0,O,Nord_Pas_de_Calais
82,2021-11-28,30.0,16,67,44,60,39.0,0.0,25,16,74,33,46,47,53,68,82,100,34,87,0.0,26,0.0,19,8,26.0,21.0,26.0,15,62,0.0,22,22,36,0,51,38,6,38,20,O,Nord_Pas_de_Calais
83,2021-12-05,0.0,23,67,55,54,0.0,52.0,0,0,72,0,72,68,52,70,88,24,81,47,0.0,33,0.0,37,8,0.0,0.0,0.0,0,71,0.0,14,35,52,0,56,30,8,71,0,O,Nord_Pas_de_Calais
84,2021-12-12,0.0,28,73,73,55,62.0,0.0,0,29,77,0,72,54,66,37,64,38,48,60,0.0,47,29.0,19,8,35.0,0.0,34.0,16,84,0.0,15,0,43,0,62,35,0,60,0,O,Nord_Pas_de_Calais
85,2021-12-19,0.0,25,69,55,59,0.0,48.0,29,16,69,0,64,52,61,38,51,39,28,69,0.0,50,0.0,0,8,0.0,63.0,66.0,0,81,0.0,22,31,58,58,58,0,0,24,0,O,Nord_Pas_de_Calais
86,2021-12-26,0.0,71,99,42,89,45.0,0.0,67,59,78,45,83,93,74,65,61,83,0,62,0.0,47,43.0,38,11,0.0,40.0,40.0,0,63,0.0,17,48,87,0,71,20,5,78,0,O,Nord_Pas_de_Calais
87,2022-01-02,100.0,100,100,58,50,0.0,76.0,63,81,70,33,79,64,87,40,95,43,54,62,0.0,70,0.0,100,9,0.0,36.0,96.0,0,56,39.0,14,54,12,0,47,39,6,77,0,O,Nord_Pas_de_Calais
88,2022-01-09,0.0,58,100,100,92,22.0,28.0,0,36,54,30,73,100,70,100,93,22,29,69,0.0,65,48.0,48,8,0.0,20.0,76.0,16,92,100.0,9,19,0,0,56,36,9,46,0,O,Nord_Pas_de_Calais
89,2022-01-16,43.0,71,91,95,44,0.0,32.0,0,27,65,43,78,63,57,50,75,29,26,91,0.0,83,84.0,63,7,0.0,0.0,59.0,13,69,0.0,14,43,81,52,55,19,11,46,22,O,Nord_Pas_de_Calais
90,2022-01-23,46.0,62,99,68,72,0.0,0.0,51,39,66,57,72,64,69,71,90,44,43,66,0.0,93,43.0,29,7,0.0,38.0,26.0,21,68,64.0,24,42,39,33,53,41,6,32,0,O,Nord_Pas_de_Calais
91,2022-01-30,0.0,51,86,81,38,23.0,26.0,72,35,65,52,72,73,69,68,59,12,54,54,31.0,82,0.0,28,6,25.0,18.0,0.0,21,67,0.0,13,47,36,0,64,30,10,29,0,O,Nord_Pas_de_Calais
92,2022-02-06,0.0,30,78,60,57,0.0,0.0,39,100,54,0,65,41,62,67,100,18,60,67,0.0,94,0.0,24,5,0.0,0.0,0.0,38,41,0.0,6,24,37,37,76,37,0,48,0,O,Nord_Pas_de_Calais
93,2022-02-13,73.0,17,69,38,51,0.0,0.0,0,20,44,0,71,65,57,70,86,8,85,62,0.0,99,0.0,15,4,0.0,14.0,0.0,18,62,0.0,8,49,40,0,43,25,5,34,0,O,Nord_Pas_de_Calais
94,2022-02-20,0.0,15,68,37,41,0.0,0.0,37,16,45,0,53,56,73,54,90,14,39,98,31.0,81,47.0,17,4,0.0,0.0,0.0,9,41,0.0,15,28,8,0,60,27,3,16,19,O,Nord_Pas_de_Calais
95,2022-02-27,0.0,15,66,49,55,23.0,0.0,76,26,44,0,69,68,76,38,81,8,47,57,27.0,87,57.0,18,3,0.0,0.0,0.0,0,39,28.0,15,34,24,32,62,29,3,22,34,O,Nord_Pas_de_Calais
96,2022-03-06,0.0,17,68,31,67,14.0,0.0,77,50,62,28,68,53,78,75,92,13,45,93,0.0,88,0.0,18,3,0.0,0.0,0.0,0,54,0.0,14,0,15,0,53,47,0,54,23,O,Nord_Pas_de_Calais
97,2022-03-13,0.0,27,78,53,100,0.0,0.0,42,19,85,0,86,55,100,44,78,11,71,58,33.0,72,0.0,16,3,18.0,19.0,25.0,0,50,0.0,10,14,14,0,68,27,5,0,24,O,Nord_Pas_de_Calais
98,2022-03-20,0.0,34,83,57,82,16.0,0.0,0,46,89,18,82,53,70,96,69,5,48,70,38.0,88,26.0,13,3,0.0,21.0,0.0,0,47,23.0,17,45,32,0,47,33,11,0,17,O,Nord_Pas_de_Calais
99,2022-03-27,0.0,35,99,72,73,0.0,0.0,87,42,94,0,79,76,92,81,87,8,97,60,0.0,74,0.0,15,2,0.0,19.0,0.0,8,44,22.0,12,37,15,0,68,31,0,36,0,O,Nord_Pas_de_Calais
100,2022-04-03,0.0,26,96,88,73,70.0,0.0,54,21,100,35,72,84,80,57,82,8,65,67,26.0,100,24.0,20,3,15.0,0.0,20.0,0,38,0.0,9,20,11,0,55,35,4,30,0,O,Nord_Pas_de_Calais
101,2022-04-10,23.0,28,70,63,92,0.0,33.0,0,0,90,26,81,70,75,60,67,6,58,73,0.0,78,0.0,19,2,0.0,16.0,0.0,0,51,27.0,9,0,23,0,54,41,3,19,15,O,Nord_Pas_de_Calais
102,2022-04-17,0.0,16,85,50,76,0.0,0.0,0,0,73,0,92,51,72,43,72,4,82,85,0.0,78,0.0,15,2,0.0,0.0,48.0,0,39,0.0,5,13,11,0,64,30,3,0,0,O,Nord_Pas_de_Calais
103,2022-04-24,37.0,10,78,25,48,0.0,0.0,71,19,45,0,77,72,68,81,73,3,78,72,0.0,91,0.0,11,2,43.0,0.0,37.0,0,43,0.0,8,7,0,0,45,32,4,0,0,O,Nord_Pas_de_Calais
104,2022-05-01,0.0,8,71,18,49,0.0,0.0,61,37,58,21,60,55,85,73,68,0,42,38,0.0,75,0.0,12,2,0.0,13.0,0.0,0,61,0.0,18,14,18,28,60,22,0,0,0,O,Nord_Pas_de_Calais
105,2022-05-08,0.0,10,68,33,36,0.0,0.0,58,0,49,0,66,54,64,28,81,2,45,77,37.0,75,27.0,23,2,47.0,14.0,28.0,0,51,0.0,7,9,14,0,46,42,3,61,36,O,Nord_Pas_de_Calais
106,2022-05-15,24.0,4,75,33,33,43.0,0.0,58,29,66,0,81,55,71,48,85,0,49,49,29.0,66,0.0,14,1,24.0,0.0,0.0,0,41,0.0,6,0,12,27,55,48,0,25,0,O,Nord_Pas_de_Calais
107,2022-05-22,0.0,4,70,45,55,30.0,0.0,40,15,56,66,72,77,72,42,76,3,24,55,0.0,64,0.0,19,1,0.0,0.0,0.0,33,30,25.0,5,11,7,0,43,25,0,16,0,O,Nord_Pas_de_Calais
108,2022-05-29,0.0,8,77,13,31,0.0,0.0,40,17,49,0,68,68,73,54,84,0,54,52,0.0,88,0.0,17,2,21.0,0.0,0.0,0,41,0.0,6,0,9,26,44,28,0,43,24,O,Nord_Pas_de_Calais
0,2020-05-03,0.0,8,31,31,30,0.0,0.0,0,16,12,61,61,48,60,60,41,0,22,43,0.0,25,0.0,57,100,14.0,0.0,0.0,0,36,0.0,46,34,8,49,74,100,90,38,0,K,Languedoc_Roussillon
1,2020-05-10,0.0,4,38,34,38,0.0,0.0,19,0,13,24,64,37,47,56,46,0,30,86,30.0,33,0.0,53,83,0.0,0.0,0.0,0,24,0.0,38,46,12,100,74,53,100,39,30,K,Languedoc_Roussillon
2,2020-05-17,49.0,0,46,10,72,48.0,0.0,0,0,22,0,74,55,55,50,48,0,24,22,0.0,28,0.0,30,70,0.0,25.0,0.0,0,33,0.0,39,32,0,0,63,37,60,29,27,K,Languedoc_Roussillon
3,2020-05-24,0.0,5,31,0,13,0.0,0.0,32,0,16,40,66,36,54,47,53,0,45,38,0.0,53,0.0,35,53,0.0,0.0,37.0,0,52,0.0,44,19,6,0,68,70,55,30,0,K,Languedoc_Roussillon
4,2020-05-31,0.0,5,35,0,26,0.0,41.0,0,28,8,29,66,47,49,59,42,4,22,49,0.0,43,0.0,25,38,0.0,0.0,0.0,0,39,0.0,75,11,10,0,60,87,27,40,0,K,Languedoc_Roussillon
5,2020-06-07,0.0,2,29,19,37,0.0,0.0,0,0,18,23,63,54,61,61,54,0,15,32,0.0,62,34.0,33,34,0.0,0.0,0.0,0,53,0.0,72,16,0,31,73,31,37,0,19,K,Languedoc_Roussillon
6,2020-06-14,0.0,8,22,15,67,0.0,22.0,39,21,10,0,71,65,72,26,50,15,15,58,0.0,40,0.0,25,37,0.0,0.0,30.0,0,26,0.0,73,32,0,0,63,53,17,0,0,K,Languedoc_Roussillon
7,2020-06-21,0.0,9,28,21,49,0.0,0.0,22,40,0,0,69,65,62,60,58,0,38,47,0.0,61,0.0,30,39,23.0,0.0,0.0,0,50,0.0,30,32,9,0,78,28,9,28,0,K,Languedoc_Roussillon
8,2020-06-28,31.0,3,29,13,58,0.0,18.0,30,23,15,0,49,43,71,45,39,0,26,16,19.0,55,0.0,24,36,0.0,13.0,46.0,0,75,0.0,77,43,5,0,45,42,21,0,67,K,Languedoc_Roussillon
9,2020-07-05,0.0,4,28,11,26,0.0,0.0,0,0,14,57,70,28,54,0,58,0,42,40,19.0,56,0.0,0,38,0.0,14.0,0.0,0,93,0.0,51,34,6,0,75,39,22,17,65,K,Languedoc_Roussillon
10,2020-07-12,0.0,0,37,0,48,0.0,0.0,0,0,18,0,75,54,67,41,57,0,21,38,0.0,40,0.0,10,40,0.0,0.0,0.0,0,45,28.0,26,44,0,0,65,21,17,44,0,K,Languedoc_Roussillon
11,2020-07-19,28.0,5,34,10,32,15.0,21.0,17,0,12,50,76,56,69,29,64,0,0,30,20.0,51,0.0,36,43,0.0,0.0,0.0,47,72,44.0,100,20,23,0,77,18,19,27,0,K,Languedoc_Roussillon
12,2020-07-26,0.0,4,40,18,45,0.0,26.0,0,23,16,0,71,48,47,26,37,0,31,29,38.0,42,21.0,21,38,21.0,0.0,0.0,0,66,0.0,24,30,12,0,67,17,0,26,0,K,Languedoc_Roussillon
13,2020-08-02,0.0,2,32,7,45,0.0,0.0,16,13,15,23,70,47,79,57,58,0,37,38,30.0,27,0.0,11,33,21.0,0.0,0.0,0,68,0.0,24,25,9,93,70,17,19,0,0,K,Languedoc_Roussillon
14,2020-08-09,26.0,3,30,15,49,0.0,0.0,0,13,12,19,70,45,43,22,58,0,0,24,0.0,43,0.0,11,34,0.0,0.0,0.0,0,35,0.0,28,46,17,0,38,28,13,16,58,K,Languedoc_Roussillon
15,2020-08-16,0.0,7,36,24,22,0.0,0.0,0,14,25,0,63,65,65,42,51,4,22,23,0.0,64,0.0,34,36,0.0,0.0,0.0,25,11,0.0,13,71,13,0,47,27,16,0,44,K,Languedoc_Roussillon
16,2020-08-23,0.0,11,28,45,67,0.0,0.0,0,31,17,0,80,45,72,69,40,0,18,47,0.0,59,0.0,55,35,0.0,37.0,0.0,0,15,0.0,25,44,18,0,74,16,18,16,0,K,Languedoc_Roussillon
17,2020-08-30,0.0,7,47,27,7,0.0,0.0,32,13,19,20,51,27,63,34,44,0,20,46,57.0,38,19.0,23,31,23.0,0.0,0.0,0,64,0.0,31,47,11,0,65,37,32,0,30,K,Languedoc_Roussillon
18,2020-09-06,0.0,6,47,21,56,16.0,0.0,30,26,33,29,60,48,77,52,59,0,15,84,27.0,47,0.0,19,37,14.0,32.0,89.0,0,72,0.0,21,100,23,0,85,24,15,73,0,K,Languedoc_Roussillon
19,2020-09-13,0.0,7,56,29,40,15.0,0.0,36,25,35,0,80,31,50,14,55,4,22,27,60.0,57,0.0,33,32,22.0,0.0,0.0,0,49,0.0,13,56,18,0,81,18,26,42,0,K,Languedoc_Roussillon
20,2020-09-20,32.0,7,48,25,10,0.0,0.0,29,0,28,35,50,50,90,40,52,0,18,61,50.0,46,0.0,25,31,0.0,0.0,30.0,24,62,28.0,11,19,57,0,90,18,27,58,38,K,Languedoc_Roussillon
21,2020-09-27,44.0,2,43,27,28,0.0,0.0,0,0,19,0,51,33,48,43,36,5,49,71,57.0,38,36.0,33,27,0.0,0.0,0.0,0,53,0.0,19,29,6,0,70,26,13,69,34,K,Languedoc_Roussillon
22,2020-10-04,0.0,2,44,12,62,0.0,0.0,24,32,32,0,46,36,51,60,56,0,26,31,0.0,42,0.0,24,24,0.0,0.0,0.0,0,62,0.0,4,50,31,58,77,32,20,36,0,K,Languedoc_Roussillon
23,2020-10-11,0.0,8,46,47,33,0.0,0.0,23,0,27,0,50,20,54,40,51,0,29,66,0.0,23,0.0,39,31,0.0,0.0,29.0,0,52,0.0,20,28,38,0,65,31,9,33,22,K,Languedoc_Roussillon
24,2020-10-18,0.0,3,49,49,37,58.0,0.0,0,18,40,0,54,60,77,35,48,0,25,44,26.0,37,29.0,45,34,0.0,0.0,0.0,0,40,0.0,0,12,35,0,60,35,14,100,0,K,Languedoc_Roussillon
25,2020-10-25,0.0,7,51,70,65,23.0,0.0,47,44,30,0,39,49,33,29,57,0,0,21,0.0,38,0.0,98,46,0.0,0.0,0.0,0,41,0.0,31,29,27,0,43,41,15,98,0,K,Languedoc_Roussillon
26,2020-11-01,0.0,6,41,25,43,100.0,43.0,0,0,17,0,47,43,52,57,50,0,16,47,0.0,12,0.0,71,34,0.0,0.0,49.0,0,65,0.0,18,26,13,0,75,51,11,59,100,K,Languedoc_Roussillon
27,2020-11-08,0.0,8,27,7,38,0.0,0.0,22,23,23,0,46,29,55,28,44,0,42,31,0.0,20,0.0,32,32,0.0,0.0,30.0,52,74,89.0,7,13,15,0,62,25,5,49,23,K,Languedoc_Roussillon
28,2020-11-15,0.0,0,35,26,23,19.0,0.0,0,11,24,0,52,31,43,47,53,0,23,59,0.0,29,0.0,29,24,0.0,0.0,0.0,0,55,0.0,11,42,0,0,64,27,23,50,30,K,Languedoc_Roussillon
29,2020-11-22,0.0,4,34,24,30,0.0,0.0,31,32,24,0,42,43,39,50,39,5,20,53,24.0,34,0.0,19,20,0.0,13.0,32.0,43,56,56.0,17,0,13,0,81,26,0,28,0,K,Languedoc_Roussillon
30,2020-11-29,0.0,0,29,14,52,19.0,0.0,58,21,21,0,33,30,58,23,34,0,16,52,0.0,21,21.0,21,17,16.0,0.0,49.0,43,55,0.0,9,14,0,36,80,31,0,22,45,K,Languedoc_Roussillon
31,2020-12-06,0.0,0,31,27,44,0.0,0.0,94,0,23,0,60,38,46,35,51,0,26,48,0.0,52,0.0,18,20,0.0,15.0,36.0,0,49,0.0,12,17,7,0,83,36,9,38,0,K,Languedoc_Roussillon
32,2020-12-13,0.0,2,32,11,19,0.0,0.0,0,25,27,0,51,27,59,11,34,0,26,35,0.0,30,0.0,26,18,15.0,25.0,0.0,0,29,0.0,24,44,29,0,89,20,9,25,0,K,Languedoc_Roussillon
33,2020-12-20,0.0,9,33,22,46,0.0,25.0,0,24,22,57,65,39,54,27,36,0,62,44,0.0,43,0.0,0,24,0.0,0.0,72.0,0,62,0.0,5,31,0,0,84,24,9,0,0,K,Languedoc_Roussillon
34,2020-12-27,0.0,4,42,26,32,0.0,0.0,0,30,24,0,60,44,27,37,43,0,0,48,0.0,44,0.0,21,23,23.0,0.0,0.0,0,56,0.0,12,26,29,44,71,15,15,42,51,K,Languedoc_Roussillon
35,2021-01-03,0.0,3,48,46,48,27.0,0.0,19,23,21,0,43,36,36,70,57,0,25,59,0.0,41,0.0,25,24,0.0,23.0,91.0,0,82,39.0,14,32,23,0,73,28,6,0,21,K,Languedoc_Roussillon
36,2021-01-10,44.0,6,40,39,23,0.0,0.0,0,34,29,26,63,36,59,38,67,0,30,59,0.0,33,55.0,27,26,0.0,20.0,0.0,27,71,46.0,24,36,17,0,73,36,6,0,0,K,Languedoc_Roussillon
37,2021-01-17,0.0,16,45,24,29,0.0,0.0,73,15,33,0,44,32,40,65,58,0,46,73,0.0,64,0.0,16,23,0.0,0.0,0.0,0,58,36.0,16,31,8,0,66,41,7,19,0,K,Languedoc_Roussillon
38,2021-01-24,0.0,7,52,9,72,31.0,0.0,17,37,32,0,33,35,70,46,45,10,30,0,0.0,47,0.0,20,26,0.0,0.0,0.0,0,51,53.0,35,13,14,0,62,48,11,58,0,K,Languedoc_Roussillon
39,2021-01-31,0.0,6,44,20,36,0.0,0.0,71,13,35,0,67,56,69,40,33,3,9,40,0.0,29,0.0,32,23,0.0,0.0,0.0,0,48,0.0,42,10,19,0,78,45,25,64,0,K,Languedoc_Roussillon
40,2021-02-07,32.0,11,42,9,49,0.0,0.0,0,0,30,0,46,36,63,89,69,0,0,31,35.0,15,0.0,12,20,0.0,33.0,0.0,0,74,0.0,17,17,10,92,70,33,0,46,0,K,Languedoc_Roussillon
41,2021-02-14,0.0,12,35,0,47,0.0,0.0,26,0,41,0,48,32,47,38,58,0,31,25,0.0,62,54.0,10,17,0.0,32.0,0.0,0,47,0.0,5,20,12,0,71,30,0,40,0,K,Languedoc_Roussillon
42,2021-02-21,0.0,7,40,0,31,0.0,0.0,0,0,24,0,58,24,61,23,38,0,32,22,0.0,24,0.0,34,16,0.0,24.0,0.0,0,93,36.0,21,21,13,0,76,18,4,0,0,K,Languedoc_Roussillon
43,2021-02-28,0.0,6,41,35,38,0.0,0.0,48,34,27,71,53,37,53,39,57,0,21,60,0.0,47,0.0,13,17,0.0,0.0,0.0,0,56,39.0,22,41,22,0,73,45,8,0,44,K,Languedoc_Roussillon
44,2021-03-07,0.0,7,51,18,26,0.0,0.0,23,58,18,0,61,30,62,37,46,0,20,73,22.0,36,0.0,10,15,0.0,0.0,0.0,0,58,0.0,30,15,22,21,58,20,0,0,0,K,Languedoc_Roussillon
45,2021-03-14,35.0,7,55,19,36,0.0,49.0,35,0,41,23,52,40,66,38,58,0,10,13,66.0,38,0.0,29,19,0.0,0.0,29.0,0,100,0.0,6,19,26,0,55,32,13,27,0,K,Languedoc_Roussillon
46,2021-03-21,0.0,9,59,40,41,0.0,0.0,36,30,35,0,34,61,62,63,59,8,23,64,0.0,45,31.0,20,22,0.0,0.0,0.0,0,33,69.0,11,19,33,0,58,29,13,72,0,K,Languedoc_Roussillon
47,2021-03-28,40.0,12,45,45,90,0.0,0.0,0,31,46,0,62,69,56,0,66,0,15,36,28.0,33,0.0,60,25,0.0,30.0,31.0,0,53,0.0,13,18,100,0,67,48,10,87,0,K,Languedoc_Roussillon
48,2021-04-04,34.0,6,35,36,36,0.0,0.0,65,29,44,0,63,36,58,62,48,0,23,35,0.0,29,88.0,33,16,0.0,18.0,0.0,49,37,0.0,18,25,30,27,74,60,5,21,0,K,Languedoc_Roussillon
49,2021-04-11,0.0,8,54,47,39,0.0,0.0,0,50,45,0,61,39,79,78,56,0,21,60,25.0,24,100.0,26,16,0.0,0.0,32.0,21,32,0.0,10,26,19,44,73,37,0,16,20,K,Languedoc_Roussillon
50,2021-04-18,47.0,9,47,21,31,0.0,0.0,24,19,20,68,37,59,58,72,62,0,15,83,36.0,28,0.0,34,14,25.0,0.0,0.0,0,35,49.0,21,32,21,0,96,19,12,22,0,K,Languedoc_Roussillon
51,2021-04-25,23.0,0,48,17,18,14.0,13.0,37,18,19,0,43,37,50,48,46,7,12,54,31.0,62,0.0,37,13,0.0,0.0,0.0,0,37,0.0,21,44,27,0,100,46,0,50,0,K,Languedoc_Roussillon
52,2021-05-02,0.0,7,34,30,24,0.0,0.0,0,10,10,31,65,58,72,83,52,0,0,40,25.0,42,0.0,31,12,0.0,0.0,67.0,0,34,53.0,24,47,33,0,58,38,5,25,33,K,Languedoc_Roussillon
53,2021-05-09,0.0,4,38,25,24,17.0,0.0,25,26,24,0,54,57,68,24,36,0,17,42,0.0,29,0.0,30,10,0.0,16.0,26.0,0,50,0.0,26,42,16,0,64,35,0,46,0,K,Languedoc_Roussillon
54,2021-05-16,0.0,6,49,19,60,0.0,0.0,93,16,22,25,63,35,71,39,34,0,33,25,26.0,54,0.0,21,10,37.0,19.0,0.0,25,73,0.0,35,44,26,0,52,34,7,44,0,K,Languedoc_Roussillon
55,2021-05-23,0.0,7,32,31,51,0.0,0.0,0,11,28,31,48,44,61,19,53,0,100,46,30.0,47,0.0,40,9,0.0,40.0,0.0,0,0,0.0,25,41,12,0,53,36,6,14,58,K,Languedoc_Roussillon
56,2021-05-30,0.0,8,36,36,43,0.0,0.0,0,13,19,0,77,74,91,16,48,5,0,51,0.0,62,26.0,7,9,19.0,0.0,0.0,0,69,0.0,37,38,17,25,55,23,26,21,0,K,Languedoc_Roussillon
57,2021-06-06,0.0,6,43,8,32,0.0,0.0,43,0,32,0,50,58,78,65,45,0,38,55,0.0,65,41.0,26,8,0.0,19.0,84.0,0,37,45.0,23,36,14,0,63,34,4,29,49,K,Languedoc_Roussillon
58,2021-06-13,0.0,5,49,0,42,0.0,0.0,0,31,16,0,74,46,62,55,64,0,0,14,0.0,63,0.0,12,8,0.0,0.0,0.0,30,72,0.0,18,40,14,0,56,40,5,0,0,K,Languedoc_Roussillon
59,2021-06-20,64.0,4,28,9,30,0.0,0.0,53,0,23,50,73,40,58,35,59,0,15,33,0.0,79,39.0,0,7,19.0,0.0,0.0,40,50,35.0,10,29,18,0,66,35,9,54,0,K,Languedoc_Roussillon
60,2021-06-27,0.0,4,37,0,59,0.0,23.0,0,0,27,0,62,43,52,39,51,0,17,60,0.0,62,0.0,0,7,0.0,42.0,0.0,90,46,0.0,26,18,42,0,45,24,0,18,35,K,Languedoc_Roussillon
61,2021-07-04,0.0,0,47,33,66,0.0,0.0,0,23,21,31,42,44,70,59,65,0,30,46,0.0,58,0.0,25,10,22.0,0.0,0.0,0,50,0.0,19,17,39,60,67,26,0,21,0,K,Languedoc_Roussillon
62,2021-07-11,0.0,13,40,42,42,28.0,0.0,0,23,30,0,67,51,72,50,66,0,19,14,0.0,36,0.0,0,11,0.0,36.0,0.0,100,25,0.0,10,68,90,0,53,35,0,45,24,K,Languedoc_Roussillon
63,2021-07-18,0.0,21,64,65,84,0.0,0.0,0,0,27,0,64,59,95,28,73,0,17,90,0.0,57,69.0,8,13,0.0,52.0,0.0,81,82,33.0,17,30,74,0,49,16,4,0,22,K,Languedoc_Roussillon
64,2021-07-25,0.0,18,56,66,50,63.0,0.0,0,20,45,0,86,75,73,18,64,0,12,15,0.0,47,58.0,0,12,0.0,32.0,37.0,39,37,0.0,10,47,54,0,53,20,0,30,0,K,Languedoc_Roussillon
65,2021-08-01,0.0,14,53,45,53,0.0,17.0,0,13,34,0,85,36,88,37,62,10,31,56,0.0,41,0.0,6,10,0.0,29.0,0.0,0,37,0.0,7,40,52,0,60,0,0,32,28,K,Languedoc_Roussillon
66,2021-08-08,0.0,18,42,28,55,19.0,0.0,0,25,38,44,66,66,62,32,53,0,22,40,0.0,52,47.0,0,10,0.0,37.0,29.0,60,54,0.0,11,9,28,0,66,16,5,47,0,K,Languedoc_Roussillon
67,2021-08-15,0.0,14,50,46,59,27.0,25.0,0,0,48,29,60,43,78,32,69,0,30,59,0.0,47,0.0,14,9,0.0,59.0,0.0,0,46,57.0,6,30,17,32,69,24,0,37,0,K,Languedoc_Roussillon
68,2021-08-22,0.0,9,52,19,35,0.0,0.0,0,11,26,0,58,58,56,54,41,0,14,48,0.0,49,0.0,18,7,30.0,54.0,100.0,33,14,0.0,17,18,21,0,88,28,0,34,0,K,Languedoc_Roussillon
69,2021-08-29,0.0,8,35,34,36,0.0,0.0,0,11,30,0,57,60,65,28,68,0,33,24,0.0,77,0.0,32,7,0.0,0.0,0.0,47,38,0.0,19,21,32,43,59,31,6,0,0,K,Languedoc_Roussillon
70,2021-09-05,36.0,3,34,19,37,0.0,24.0,0,0,33,0,59,49,65,39,44,8,0,26,0.0,70,0.0,22,6,0.0,24.0,0.0,0,64,48.0,0,23,8,0,73,20,0,59,40,K,Languedoc_Roussillon
71,2021-09-12,0.0,6,39,29,32,31.0,0.0,0,40,33,0,76,50,77,18,49,0,0,47,0.0,78,0.0,0,6,0.0,21.0,33.0,0,21,59.0,13,0,19,0,85,32,0,0,0,K,Languedoc_Roussillon
72,2021-09-19,0.0,4,41,21,44,27.0,0.0,0,0,45,0,65,61,71,65,57,0,23,37,0.0,58,40.0,23,5,0.0,26.0,0.0,37,34,0.0,10,57,22,70,57,26,0,22,0,K,Languedoc_Roussillon
73,2021-09-26,0.0,0,47,23,39,0.0,0.0,0,0,41,0,44,32,84,34,50,0,32,30,0.0,79,0.0,21,5,0.0,100.0,0.0,28,57,0.0,7,0,16,0,69,29,0,27,59,K,Languedoc_Roussillon
74,2021-10-03,0.0,0,38,17,44,0.0,0.0,100,36,55,77,73,51,67,64,40,8,18,63,0.0,76,0.0,18,5,0.0,28.0,0.0,0,48,0.0,5,22,0,0,69,35,0,16,0,K,Languedoc_Roussillon
75,2021-10-10,0.0,0,46,36,31,0.0,0.0,0,0,67,0,68,41,78,19,44,0,21,39,0.0,64,44.0,16,5,18.0,94.0,49.0,0,33,48.0,17,18,15,0,81,32,0,0,25,K,Languedoc_Roussillon
76,2021-10-17,0.0,3,39,14,59,0.0,0.0,0,100,63,31,77,50,82,81,55,0,37,100,0.0,76,0.0,13,4,24.0,70.0,0.0,0,90,35.0,6,35,20,0,63,15,5,23,0,K,Languedoc_Roussillon
77,2021-10-24,36.0,0,44,9,40,42.0,0.0,25,29,65,0,54,45,68,70,39,0,0,44,0.0,35,25.0,0,5,0.0,0.0,85.0,0,35,0.0,0,36,19,55,58,21,0,0,0,K,Languedoc_Roussillon
